ean \ shop,URL,Marketplace_ID
4115243,https://www.shop-apotheke.com/search/04115243,1
4115266,https://www.shop-apotheke.com/search/04115266,1
6979686,https://www.shop-apotheke.com/search/06979686,1
1088971,https://www.shop-apotheke.com/search/01088971,1
1088942,https://www.shop-apotheke.com/search/01088942,1
1088959,https://www.shop-apotheke.com/search/01088959,1
1288865,https://www.shop-apotheke.com/search/01288865,1
1292358,https://www.shop-apotheke.com/search/01292358,1
3515288,https://www.shop-apotheke.com/search/03515288,1
3515294,https://www.shop-apotheke.com/search/03515294,1
3515259,https://www.shop-apotheke.com/search/03515259,1
3515265,https://www.shop-apotheke.com/search/03515265,1
433294,https://www.shop-apotheke.com/search/00433294,1
14057937,https://www.shop-apotheke.com/search/14057937,1
433302,https://www.shop-apotheke.com/search/00433302,1
4871306,https://www.shop-apotheke.com/search/04871306,1
4871312,https://www.shop-apotheke.com/search/04871312,1
13982594,https://www.shop-apotheke.com/search/13982594,1
16736401,https://www.shop-apotheke.com/search/16736401,1
11564875,https://www.shop-apotheke.com/search/11564875,1
8412268,https://www.shop-apotheke.com/search/08412268,1
8412274,https://www.shop-apotheke.com/search/08412274,1
10044240,https://www.shop-apotheke.com/search/10044240,1
1230044,https://www.shop-apotheke.com/search/01230044,1
10044286,https://www.shop-apotheke.com/search/10044286,1
10044292,https://www.shop-apotheke.com/search/10044292,1
951304,https://www.shop-apotheke.com/search/00951304,1
951310,https://www.shop-apotheke.com/search/00951310,1
676387,https://www.shop-apotheke.com/search/00676387,1
2464169,https://www.shop-apotheke.com/search/02464169,1
2464175,https://www.shop-apotheke.com/search/02464175,1
1674551,https://www.shop-apotheke.com/search/01674551,1
1674634,https://www.shop-apotheke.com/search/01674634,1
6979663,https://www.shop-apotheke.com/search/06979663,1
4926697,https://www.shop-apotheke.com/search/04926697,1
407635,https://www.shop-apotheke.com/search/00407635,1
407641,https://www.shop-apotheke.com/search/00407641,1
15300400,https://www.shop-apotheke.com/search/15300400,1
15300417,https://www.shop-apotheke.com/search/15300417,1
1219864,https://www.shop-apotheke.com/search/01219864,1
1224090,https://www.shop-apotheke.com/search/01224090,1
15300363,https://www.shop-apotheke.com/search/15300363,1
15300392,https://www.shop-apotheke.com/search/15300392,1
11870158,https://www.shop-apotheke.com/search/11870158,1
11870141,https://www.shop-apotheke.com/search/11870141,1
11870164,https://www.shop-apotheke.com/search/11870164,1
11870170,https://www.shop-apotheke.com/search/11870170,1
11870129,https://www.shop-apotheke.com/search/11870129,1
11870075,https://www.shop-apotheke.com/search/11870075,1
5901506,https://www.shop-apotheke.com/search/05901506,1
4055630,https://www.shop-apotheke.com/search/04055630,1
4055647,https://www.shop-apotheke.com/search/04055647,1
4133318,https://www.shop-apotheke.com/search/04133318,1
2858738,https://www.shop-apotheke.com/search/02858738,1
17202050,https://www.shop-apotheke.com/search/17202050,1
17202067,https://www.shop-apotheke.com/search/17202067,1
17259535,https://www.shop-apotheke.com/search/17259535,1
17259541,https://www.shop-apotheke.com/search/17259541,1
4143009,https://www.docmorris.de/04143009,2
4115272,https://www.docmorris.de/04115272,2
4115289,https://www.docmorris.de/04115289,2
4115243,https://www.docmorris.de/04115243,2
4115266,https://www.docmorris.de/04115266,2
6979686,https://www.docmorris.de/06979686,2
1088971,https://www.docmorris.de/01088971,2
1088942,https://www.docmorris.de/01088942,2
1088959,https://www.docmorris.de/01088959,2
1288865,https://www.docmorris.de/01288865,2
1292358,https://www.docmorris.de/01292358,2
3515288,https://www.docmorris.de/03515288,2
3515294,https://www.docmorris.de/03515294,2
3515259,https://www.docmorris.de/03515259,2
3515265,https://www.docmorris.de/03515265,2
433294,https://www.docmorris.de/00433294,2
14057937,https://www.docmorris.de/14057937,2
433302,https://www.docmorris.de/00433302,2
4871306,https://www.docmorris.de/04871306,2
4871312,https://www.docmorris.de/04871312,2
13982594,https://www.docmorris.de/13982594,2
16736401,https://www.docmorris.de/16736401,2
11564875,https://www.docmorris.de/11564875,2
8412268,https://www.docmorris.de/08412268,2
8412274,https://www.docmorris.de/08412274,2
10044240,https://www.docmorris.de/10044240,2
1230044,https://www.docmorris.de/01230044,2
10044286,https://www.docmorris.de/10044286,2
10044292,https://www.docmorris.de/10044292,2
951304,https://www.docmorris.de/00951304,2
951310,https://www.docmorris.de/00951310,2
676387,https://www.docmorris.de/00676387,2
2464169,https://www.docmorris.de/02464169,2
2464175,https://www.docmorris.de/02464175,2
1674551,https://www.docmorris.de/01674551,2
1674634,https://www.docmorris.de/01674634,2
6979663,https://www.docmorris.de/06979663,2
4926697,https://www.docmorris.de/04926697,2
407635,https://www.docmorris.de/00407635,2
407641,https://www.docmorris.de/00407641,2
15300400,https://www.docmorris.de/15300400,2
15300417,https://www.docmorris.de/15300417,2
1219864,https://www.docmorris.de/01219864,2
1224090,https://www.docmorris.de/01224090,2
15300363,https://www.docmorris.de/15300363,2
15300392,https://www.docmorris.de/15300392,2
11870158,https://www.docmorris.de/11870158,2
11870141,https://www.docmorris.de/11870141,2
11870164,https://www.docmorris.de/11870164,2
11870170,https://www.docmorris.de/11870170,2
11870129,https://www.docmorris.de/11870129,2
11870075,https://www.docmorris.de/11870075,2
5901506,https://www.docmorris.de/05901506,2
4055630,https://www.docmorris.de/04055630,2
4055647,https://www.docmorris.de/04055647,2
4133318,https://www.docmorris.de/04133318,2
2858738,https://www.docmorris.de/02858738,2
17202050,https://www.docmorris.de/17202050,2
17202067,https://www.docmorris.de/17202067,2
17259535,https://www.docmorris.de/17259535,2
17259541,https://www.docmorris.de/17259541,2
4143009,https://www.aponeo.de/search/04143009-s.html,6
4115272,https://www.aponeo.de/search/04115272-s.html,6
4115289,https://www.aponeo.de/search/04115289-s.html,6
4115243,https://www.aponeo.de/search/04115243-s.html,6
4115266,https://www.aponeo.de/search/04115266-s.html,6
6979686,https://www.aponeo.de/search/06979686-s.html,6
1088971,https://www.aponeo.de/search/01088971-s.html,6
1088942,https://www.aponeo.de/search/01088942-s.html,6
1088959,https://www.aponeo.de/search/01088959-s.html,6
1288865,https://www.aponeo.de/search/01288865-s.html,6
1292358,https://www.aponeo.de/search/01292358-s.html,6
3515288,https://www.aponeo.de/search/03515288-s.html,6
3515294,https://www.aponeo.de/search/03515294-s.html,6
3515259,https://www.aponeo.de/search/03515259-s.html,6
3515265,https://www.aponeo.de/search/03515265-s.html,6
433294,https://www.aponeo.de/search/00433294-s.html,6
14057937,https://www.aponeo.de/search/14057937-s.html,6
433302,https://www.aponeo.de/search/00433302-s.html,6
4871306,https://www.aponeo.de/search/04871306-s.html,6
4871312,https://www.aponeo.de/search/04871312-s.html,6
13982594,https://www.aponeo.de/search/13982594-s.html,6
16736401,https://www.aponeo.de/search/16736401-s.html,6
11564875,https://www.aponeo.de/search/11564875-s.html,6
8412268,https://www.aponeo.de/search/08412268-s.html,6
8412274,https://www.aponeo.de/search/08412274-s.html,6
10044240,https://www.aponeo.de/search/10044240-s.html,6
1230044,https://www.aponeo.de/search/01230044-s.html,6
10044286,https://www.aponeo.de/search/10044286-s.html,6
